,cust_lat,cust_lon,product,catchment,parties_combined,radius
0,54.9101065,23.850762547,cpb,catchment_80,0.6270660376428407,466.536838821177
1,52.205485,21.044415313,cpb,catchment_80,0.6205752542173281,466.536838821177
2,55.92479,21.080071,cpb,catchment_80,0.6019023934883277,466.536838821177
3,60.191617,24.913164,cpb,catchment_80,0.434872202995034,466.536838821177
4,52.240501403808594,20.969200134277344,cpb,catchment_80,0.619675934236126,466.536838821177
5,52.21466,20.877328908,cpb,catchment_80,0.6182609212332155,466.536838821177
6,52.220035,20.913521343,cpb,catchment_80,0.6188038927609156,466.536838821177
7,52.24057,20.910644822,cpb,catchment_80,0.6188494111920928,466.536838821177
8,52.25664,20.968031057,cpb,catchment_80,0.619724341386434,466.536838821177
9,52.281051586,20.93139,cpb,catchment_80,0.6193078391670062,466.536838821177
10,52.293535,20.906664892,cpb,catchment_80,0.6190083790468862,466.536838821177
11,49.206665,18.740051515,cpb,catchment_80,0.5116452787310751,466.536838821177
12,49.206175,18.692074847,cpb,catchment_80,0.5100299520347693,466.536838821177
13,51.08034295,13.692071267,cpb,catchment_80,0.3845313365841805,466.536838821177
14,51.0182541,13.802094347,cpb,catchment_80,0.3867953599381287,466.536838821177
15,50.9993434,13.782842194,cpb,catchment_80,0.385793197269938,466.536838821177
16,51.037225105,13.799722892,cpb,catchment_80,0.3871066871760433,466.536838821177
17,49.08117,18.696125242,cpb,catchment_80,0.5073668412758547,466.536838821177
18,51.041848503,13.902579764,cpb,catchment_80,0.3904983898911502,466.536838821177
19,49.213228059,18.6319,cpb,catchment_80,0.5081648097808559,466.536838821177
20,49.24239,18.534917682,cpb,catchment_80,0.5055451588533874,466.536838821177
21,51.174433395,13.815252203,cpb,catchment_80,0.3904754240753347,466.536838821177
22,51.2900861,13.525056154,cpb,catchment_80,0.3838009098393637,466.536838821177
23,51.2895108,13.711982813,cpb,catchment_80,0.3897206901694725,466.536838821177
24,51.301143866,13.267274319,cpb,catchment_80,0.3759801483426048,466.536838821177
25,51.133287659,13.566576015,cpb,catchment_80,0.3816463233703626,466.536838821177
26,51.168975226,13.495253211,cpb,catchment_80,0.3801789902436403,466.536838821177
27,51.14004495,13.379286637,cpb,catchment_80,0.3759168344741555,466.536838821177
28,49.154616397,18.460395,cpb,catchment_80,0.5009834314262259,466.536838821177
29,50.856875235,13.6559147,cpb,catchment_80,0.3788629374595279,466.536838821177
30,50.92040625,13.969715367,cpb,catchment_80,0.3902114825129613,466.536838821177
31,50.946301044,13.847278203,cpb,catchment_80,0.3867934872257797,466.536838821177
32,48.94993,18.204222338,cpb,catchment_80,0.48736718392501,466.536838821177
33,51.1197586,14.216766399,cpb,catchment_80,0.4021886564684981,466.536838821177
34,51.1456226,14.030661028,cpb,catchment_80,0.3968086173189091,466.536838821177
35,51.28668345,14.090444898,cpb,catchment_80,0.4018842641008548,466.536838821177
36,51.29035735,13.905559619,cpb,catchment_80,0.3959895573687941,466.536838821177
37,51.50522385,13.732600687,cpb,catchment_80,0.3956263442099318,466.536838821177
38,51.48784665,13.834730775,cpb,catchment_80,0.3984819556424051,466.536838821177
39,52.184645,20.952838643,cpb,catchment_80,0.6192120446293339,466.536838821177
40,52.173035,20.939971459,cpb,catchment_80,0.6189787013634467,466.536838821177
41,52.185663415,20.935495,cpb,catchment_80,0.6189698860993592,466.536838821177
42,52.18807,20.948895267,cpb,catchment_80,0.619170854466508,466.536838821177
43,52.203445,20.933845086,cpb,catchment_80,0.619022922038686,466.536838821177
44,52.19847,20.887092672,cpb,catchment_80,0.6183312305914456,466.536838821177
45,52.17375,20.991871707,cpb,catchment_80,0.6197157852184378,466.536838821177
46,52.18159866333008,21.0132999420166,cpb,catchment_80,0.6200481695089771,466.536838821177
47,52.18263,21.036767614,cpb,catchment_80,0.6203771849000275,466.536838821177
48,52.1531982421875,21.04759979248047,cpb,catchment_80,0.6204033603431576,466.536838821177
49,52.139837143,21.01819,cpb,catchment_80,0.6199380610441596,466.536838821177
50,52.12110137939453,21.09819984436035,cpb,catchment_80,0.6209595720898791,466.536838821177
51,49.153947767,18.324875,cpb,catchment_80,0.4962956008551162,466.536838821177
52,54.661598205566406,25.296199798583984,cpb,catchment_80,0.6274926282045592,466.536838821177
53,54.65012,25.278394901,cpb,catchment_80,0.6276860906903957,466.536838821177
54,54.6345985,25.262426213,cpb,catchment_80,0.6279170818871727,466.536838821177
55,54.6222415,25.154252002,cpb,catchment_80,0.6284466628641121,466.536838821177
56,54.657032,25.16058681,cpb,catchment_80,0.6280257445837341,466.536838821177
57,54.644867,25.218969189,cpb,catchment_80,0.6279594358991214,466.536838821177
58,49.391565,18.519769096,cpb,catchment_80,0.5085744077836164,466.536838821177
59,49.310421867,18.77441,cpb,catchment_80,0.5152030608153401,466.536838821177
60,51.18467325,14.426498275,cpb,catchment_80,0.4102652950226765,466.536838821177
61,51.09240485,14.409616394,cpb,catchment_80,0.4077412663095962,466.536838821177
62,51.04567815,14.426458906,cpb,catchment_80,0.4073076855879327,466.536838821177
63,51.1371629,14.417352383,cpb,catchment_80,0.4089397393048195,466.536838821177
64,51.0979636,14.667916561,cpb,catchment_80,0.4161789239088838,466.536838821177
65,50.973837011,14.6115815,cpb,catchment_80,0.4118387236792312,466.536838821177
66,51.00813115,14.597616444,cpb,catchment_80,0.4120670921161622,466.536838821177
67,49.34911,19.508737254,cpb,catchment_80,0.5390826751995347,466.536838821177
68,50.89559785,14.805573701,cpb,catchment_80,0.4167211490302624,466.536838821177
69,51.14899826049805,14.953399658203123,cpb,catchment_80,0.4266981473488001,466.536838821177
70,51.192039852,14.976026113,cpb,catchment_80,0.4283333286831885,466.536838821177
71,51.18832725,14.891174168,cpb,catchment_80,0.4253875463963582,466.536838821177
72,49.427385,19.45614552,cpb,catchment_80,0.5395311385656136,466.536838821177
73,51.2851043,14.683442276,cpb,catchment_80,0.4207364363912322,466.536838821177
74,49.450662814,19.555265,cpb,catchment_80,0.5431208704475851,466.536838821177
